"SNP_threshold","Cor_AFR","Cor_EUR","Cor_ASI","AFR_Lower","AFR_Upper","EUR_Lower","EUR_Upper","ASI_Lower","ASI_Upper","n"
2898,0.878452946820893,0.676693306540785,0.11594862808012,0.840615591644936,0.907757987653236,0.589765066583871,0.748120001322977,-0.0292022026416205,0.256310484205198,184
3009,0.878431215091495,0.679728004020632,0.108282247305887,0.840469056516451,0.907812338534256,0.593155980738455,0.750760380557007,-0.0373612373405665,0.249421222649446,183
3138,0.879890843911052,0.67857002314348,0.108462748388364,0.842227828761844,0.909007112165078,0.591496199901484,0.749999308338812,-0.0375857715633009,0.249974570172209,182
4363,0.880572061888032,0.678399227353733,0.107322571817664,0.842985960287222,0.909602101907552,0.59102308118617,0.750040621577164,-0.0391479991625438,0.249278168778112,181
4564,0.881595010261388,0.680342666464393,0.123358869569296,0.844185157185929,0.910459161198642,0.593098046878085,0.751795439431643,-0.0233253029815337,0.264843645107565,180
4638,0.881288350721282,0.679486096131196,0.119904237951687,0.843669238643234,0.910295335390202,0.591792951567089,0.75128407240965,-0.0272472298127826,0.261969361101206,179
5103,0.881267281620443,0.683009829729107,0.110747846259997,0.84352049757921,0.910351384080526,0.595777074216201,0.754315744154052,-0.036938551779594,0.253699942854896,178
5653,0.881213242130838,0.682794388550943,0.110764006535686,0.843327973620268,0.910382763425929,0.595242159585998,0.754324975669276,-0.0373467621742582,0.254112976531489,177
6667,0.880872915437396,0.681422285208069,0.115543015851582,0.842763965709992,0.910195604841503,0.593305007983504,0.753402382697384,-0.0329400329789639,0.25903586645869,176
6716,0.879636714705516,0.677086813763176,0.116483172650976,0.841039156826592,0.909323925614352,0.587781113541218,0.750090017138974,-0.0324201561063077,0.260327966694157,175
6737,0.879735490000742,0.67569544290168,0.134338721355239,0.84103928126715,0.909474966082004,0.585813385145176,0.749157630793715,-0.0147254090170165,0.277561340454677,174
6835,0.877094841361868,0.6800556830222,0.147221774122062,0.837490981207937,0.907532831164046,0.590800720910209,0.75286670489852,-0.00202290813571897,0.290050901744946,173
7206,0.877014219057806,0.685063566024409,0.156456405095483,0.837253895844686,0.907549538728031,0.596584478619286,0.757089436534021,0.00698552672739555,0.299088777387466,172
7313,0.877909233730388,0.684083318098245,0.15727678587115,0.838280204929097,0.908311626482244,0.595105670963949,0.756492650894484,0.00737853981415498,0.300262128444204,171
8020,0.87703863075157,0.690227033629913,0.154339387225328,0.837016223177889,0.907726765011473,0.602283405723179,0.76161759140404,0.00391610737827427,0.297932582777223,170
8165,0.876714166245957,0.689302419090522,0.154230826088202,0.83645839929482,0.907559754457278,0.600866861129748,0.761067917599967,0.00334876547101568,0.298246865668319,169
8307,0.877027258315092,0.690480179282057,0.156273714774979,0.836726856936728,0.90787929142615,0.602007544393674,0.762204907355893,0.00498180118022802,0.300571569403604,168
8449,0.877094865651601,0.690333694736332,0.156813186455691,0.836675414789931,0.908012326909863,0.601532718881575,0.762282243940806,0.00507033790378319,0.301496870079945,167
8479,0.875135946602168,0.689659409882424,0.167457696005034,0.833986535318921,0.906605149626898,0.600411062974869,0.761939229548363,0.0155323824963635,0.311825344007455,166
8910,0.885734948150998,0.696345465134907,0.170840830390081,0.847661848643094,0.914731760981622,0.60827651618108,0.767477045304589,0.0185412058123477,0.315392148476614,165
9433,0.88721610161643,0.695725330708184,0.17108523748396,0.849464276390519,0.915930760271109,0.60721679305649,0.767178751630934,0.0183155608755597,0.316048710113104,164
10064,0.88559765337055,0.694487876985681,0.162446494668531,0.847211941439332,0.914784419359154,0.605397855017822,0.766390774929319,0.00894948382586666,0.308464216782032,163
10254,0.884976651950483,0.693245552896304,0.16038394825388,0.846261516263173,0.914394414639145,0.603568769787746,0.765601767718047,0.00634541680438932,0.306987458856659,162
10264,0.885733377994968,0.693498632907715,0.162304094029261,0.847113674911855,0.91504626951342,0.603566418566177,0.766006427606824,0.00782570181562127,0.309216268464177,161
10332,0.885688785904459,0.692376290980632,0.160206075135197,0.846915115050581,0.915093255713117,0.601876025727976,0.765318246648852,0.00517599131870732,0.307715813555988,160
10709,0.88380819029375,0.687631508334231,0.165435039178627,0.844305580302765,0.91375691628042,0.595745728441706,0.761750176569942,0.0100465229906679,0.313022085470828,159
10796,0.883988944702241,0.687691571903857,0.170256010313351,0.844397735130125,0.91397645952086,0.59549315531837,0.762010011466939,0.0145011922985911,0.317944153118215,158
10964,0.883146957016873,0.692121720981068,0.09839336583753,0.843144833887262,0.913426676918317,0.600595766478006,0.765743563915364,-0.0591565007515813,0.251160577954656,157
11086,0.881857803048538,0.687604260582163,0.096801651638049,0.841301010242953,0.912542280034812,0.594723802513463,0.762370395264866,-0.0612711248616075,0.250137441615185,156
11306,0.8826388014298,0.689082119661839,0.101004700570792,0.842176425570055,0.913216239424249,0.596200705280174,0.763761024266879,-0.0575600760319145,0.254598903318406,155
11377,0.883003508693856,0.688225349136334,0.103799838674137,0.842503927242109,0.913577244772315,0.594809840367163,0.763300607506336,-0.0552681689124751,0.257729349801607,154
11552,0.880102386391213,0.679505752550035,0.107891537671512,0.838527079801181,0.911488422607061,0.583771437257768,0.756604716799897,-0.0516712032270661,0.262082801451533,153
11879,0.880285835136817,0.67926755375539,0.107856395765858,0.838609673025552,0.911716632720183,0.583126025161615,0.756644785884885,-0.0522413323762309,0.262548919077908,152
12557,0.873991466776962,0.67916590371218,0.125092492127338,0.830153523674096,0.907089101520281,0.582643882081024,0.756795578034421,-0.0353421456625517,0.279241486994701,151
12821,0.873659403201886,0.677738270086075,0.125225654100316,0.829545909056671,0.906937054352552,0.580531373522545,0.755897689439328,-0.0357534019548204,0.279870500006084,150
12966,0.872494592059288,0.676234850284392,0.125456182648497,0.827837884941001,0.906162573392657,0.578320634476464,0.754943369229391,-0.0360714518315251,0.280595582771753,149
13135,0.872198972082726,0.674836764380029,0.131229144869525,0.827272116032246,0.90604114111398,0.576233681412738,0.754076217516551,-0.0307661083836468,0.286506774793628,148
13356,0.871727614138909,0.673544325835144,0.132101172230384,0.826471669276344,0.905789660761801,0.574270856189955,0.75329643379067,-0.030443182259725,0.287838658003314,147
13365,0.870793297166769,0.672384953891331,0.136647681864264,0.825056558951099,0.905193891318976,0.572465774708863,0.752625656572539,-0.0263864341421339,0.292600855742143,146
13522,0.870858442695072,0.671304079632313,0.136924377809581,0.824958665070888,0.905346523525274,0.570751476003691,0.752020624773259,-0.0266803569882343,0.293385267859215,145
13714,0.870246040927194,0.667803118082164,0.137493146579021,0.823962208063402,0.904994781469278,0.566061810726126,0.749505659049112,-0.0266828927642804,0.294446796564308,144
13835,0.87014935649827,0.670113050251113,0.137969588318098,0.823645126549136,0.905029193048156,0.568498200160573,0.751588333474023,-0.0267856112991764,0.295427463795875,143
