"SNP_threshold","Cor_AFR","Cor_EUR","Cor_ASI","AFR_Lower","AFR_Upper","EUR_Lower","EUR_Upper","ASI_Lower","ASI_Upper","n"
1053,0.801763569490372,0.78764735931885,0.358226551815955,0.743315170501901,0.848062913414741,0.725670607815051,0.83694526831647,0.225237672063093,0.478111168754521,184
1364,0.802823814611131,0.787810152217564,0.363168225912388,0.744463626661386,0.849009159567781,0.725682381649646,0.837194626687261,0.230240645866864,0.482791438765242,183
2178,0.817602123999066,0.803078611205348,0.362685554027025,0.762870807625153,0.86069921950406,0.744601649524054,0.849322854443506,0.229328125805677,0.482677624235048,182
2554,0.817135171582017,0.802812830304743,0.361961652876642,0.762109862963042,0.860440851958548,0.744084781998391,0.84922887566365,0.228149005109043,0.482353591363931,181
3845,0.819111743941309,0.804241694589203,0.361224174762337,0.764431963248744,0.862091344715712,0.745695305244148,0.850464028216739,0.226951582760627,0.482020495135945,180
4099,0.817848825056761,0.804034262029042,0.362995502100935,0.762662270850164,0.861213582506275,0.745248832498231,0.850417230817376,0.22848825060648,0.483904063683411,179
4135,0.81696932935256,0.803100715328078,0.363863512387548,0.761374158894581,0.86063674211326,0.743886770330365,0.849803384866894,0.22903656970631,0.484992037476083,178
4306,0.814971717836526,0.800842737546172,0.363058156418332,0.758669930534575,0.859190094577983,0.740855535262265,0.848155190638889,0.227754076547123,0.484607406994667,177
4716,0.810431876543482,0.797049546152286,0.409451231289014,0.752750943624337,0.855763726009157,0.735890716949509,0.845308106506687,0.278392286962322,0.525541333294986,176
4848,0.810313837635612,0.796952816993882,0.409628284225578,0.75241428562915,0.855787469127462,0.735570674869851,0.845355880729616,0.278189493621221,0.526008235193791,175
5657,0.809947410532996,0.797000813551002,0.412562025212583,0.751761654357536,0.85561882036504,0.735430769173168,0.845517866124754,0.281041621226326,0.528871432313135,174
5996,0.810428484703911,0.797089741225878,0.413611405995575,0.752178785144666,0.856111091857926,0.735340599892635,0.845712763996514,0.28180138172923,0.530098768979136,173
6390,0.811251361456491,0.798436722024014,0.416314289466665,0.753027840237643,0.856869434643636,0.736834596147151,0.846890117025085,0.284396324960516,0.53276042559521,172
6462,0.810733675812291,0.797826400742168,0.416393058845082,0.752177807944824,0.856586293788237,0.735859756681198,0.846540989974636,0.284072067376812,0.533149428654083,171
7338,0.810241341582567,0.7966477811479,0.430773682613789,0.751357263864016,0.856324378466422,0.734164929416008,0.845750731417965,0.299690646365139,0.545893520634131,170
7595,0.86440612074947,0.852888436643614,0.430154692447526,0.820515837756411,0.898164030988903,0.805658616766157,0.889343637461669,0.298583533071337,0.54568033328426,169
7909,0.864428652839196,0.852897978649666,0.429466736282023,0.820394527691978,0.898270181812164,0.805509330794498,0.889447140826394,0.297395209187114,0.545410925295544,168
8264,0.865497177170483,0.854023974989385,0.429242004162102,0.821626069251027,0.899175394662068,0.806798193698791,0.890406202918503,0.296720501458875,0.545543662154031,167
8544,0.863685179446844,0.85258211228614,0.429965223882378,0.819126127508956,0.89788313121116,0.804773842533749,0.889400240339378,0.297101792295368,0.54649514890663,166
9016,0.863035301071722,0.851935686279814,0.429417439155093,0.818128154482998,0.897479383189614,0.803772578786989,0.889004813909259,0.296057584579298,0.546355748292058,165
9291,0.863071613321766,0.851944066424597,0.429245032439145,0.818017296695105,0.897599888432635,0.803614332988328,0.889111288819662,0.295428980236775,0.546542403373288,164
9704,0.86330399948782,0.852651185807173,0.428574638547376,0.818159410269098,0.897870348200612,0.804357844237228,0.88975192825008,0.294238806732824,0.546304223239093,163
