"SNP_threshold","Cor_AFR","Cor_EUR","Cor_ASI","AFR_Lower","AFR_Upper","EUR_Lower","EUR_Upper","ASI_Lower","ASI_Upper","n"
1903,0.843468358590744,0.839017357809637,0.542095801536906,0.795923536947548,0.880672381421615,0.79027439844573,0.877208817065379,0.431253762154296,0.636817505662544,184
2016,0.843074269181473,0.838824476946337,0.542429645005649,0.795274550861388,0.880456755154021,0.789877848227688,0.877151859813645,0.431309752390741,0.637338566875103,183
2065,0.843352101155008,0.839178634736534,0.54266498420695,0.79547803652101,0.880764103350233,0.790174278489458,0.877521153021575,0.43124952827978,0.6377783685552,182
2920,0.845277959137588,0.840886505527145,0.542692191052464,0.797778603854802,0.882350425340781,0.792190809042761,0.878942164117229,0.430946368561879,0.638044946549489,181
3097,0.845537016237713,0.840903570389428,0.544232346902897,0.797958002145095,0.882642953584047,0.792058132993493,0.879049632263922,0.432387615188077,0.639583992493356,180
3245,0.844766014414126,0.840164526255664,0.547161618776477,0.796823111647177,0.88213807286157,0.790961522066162,0.87857145890975,0.435434451696625,0.642288070802728,179
3380,0.844887650462816,0.839930955486797,0.547637784690817,0.796824351598418,0.882325693934829,0.790506174874584,0.878486553239337,0.435643824004029,0.642934648519655,178
3777,0.844743245134153,0.839781919675803,0.547665566167209,0.796484750954092,0.88230813373102,0.790156715930361,0.878468134404466,0.435331472876897,0.643207245988933,177
4270,0.843877169751193,0.838876126832023,0.548028310255499,0.795221744676677,0.881733630425023,0.788840620763512,0.877864910380326,0.435404000985338,0.643762191174899,176
4422,0.842126731309069,0.837096795121669,0.548968538475826,0.792826425394655,0.880477357487992,0.786407877008395,0.87658743609149,0.436143029834073,0.644801774372057,175
4493,0.841750388095155,0.836181558739155,0.562062252489978,0.792183350035665,0.880284746709309,0.785073799420138,0.875980635589261,0.45100446785748,0.655980380041874,174
4711,0.838134384565766,0.834063102974894,0.679408045931522,0.787398165353746,0.877591891167767,0.782201961389628,0.874445264521182,0.590016501522778,0.752344727270928,173
4892,0.837731240692106,0.833768231151692,0.681348462673373,0.786714135199492,0.877382727431391,0.781653197357033,0.874321880691773,0.592078311513996,0.754099988487138,172
5016,0.837054656566901,0.833016451940697,0.681871720973978,0.78567821127684,0.876963902656547,0.780518885934633,0.873846832041762,0.592421931002242,0.754714129741294,171
5300,0.837213447955618,0.833133693911001,0.681868939500015,0.785708307986923,0.877190662593804,0.780491958657264,0.874044127946403,0.592125071762267,0.754906398007727,170
5475,0.837185158366825,0.833206493254424,0.682526385225014,0.785497475265834,0.87727398846104,0.780406703382423,0.874207887936276,0.5926272306212,0.755630615961886,169
5478,0.837124349035071,0.833127341596284,0.682516001452254,0.785243210980767,0.877333190668506,0.780125406884391,0.874255379352787,0.59231590263816,0.755819684174239,168
5558,0.854275034570823,0.849467041480822,0.68291811407358,0.807122025710324,0.890598382114396,0.800925309387403,0.88691573988199,0.592503270383006,0.756341254908704,167
5918,0.853832152519769,0.849108589047482,0.683032359886011,0.806386908694642,0.890356556088744,0.80029527264095,0.886741204896466,0.592338007876641,0.756633340609001,166
6055,0.853628544896945,0.849188609296992,0.684647015628721,0.805958401935287,0.890298956767797,0.800228311173865,0.886903489749486,0.593997220566386,0.758128242484926,165
6258,0.853192345355819,0.848723854918265,0.684651300158388,0.805227231309491,0.890064807832881,0.799456780474196,0.886649985102628,0.593693340978134,0.758334643513059,164
6830,0.852734616837721,0.847987510250184,0.686278044301299,0.804465733649139,0.889815601670395,0.798332040607922,0.88619037714772,0.595365651088681,0.759839291132065,163
6856,0.850171562441668,0.845061321948074,0.686549476092612,0.800978446762304,0.887961804296397,0.79437683395911,0.884059716348182,0.595382929372237,0.760261512681026,162
7063,0.849377652722408,0.844313014790184,0.686805075853698,0.799775151009026,0.887460309591052,0.793229119093884,0.883595592189173,0.595378119021466,0.760672560657201,161
7162,0.849647961895177,0.844545375419948,0.686857834462941,0.799946399816441,0.887771512047216,0.793345516534951,0.883881522726571,0.59512248217142,0.760923446419111,160
7211,0.84931862962311,0.84399004769036,0.690087275790588,0.799339345345479,0.887626831401932,0.792441701312624,0.883567660225532,0.598752127593715,0.76370482825622,159
7252,0.848460033287118,0.843961748050893,0.72479662192328,0.798043588650298,0.887080917876121,0.792216976272334,0.883656892034695,0.641223559656454,0.791376841353704,158
7343,0.846317494557315,0.841949024976638,0.72553132963139,0.795079551763924,0.885560744147149,0.789420742691416,0.882236625461139,0.641835104987212,0.79214540817103,157
7476,0.846510089548657,0.841887844131821,0.728029749225725,0.795139815545651,0.885818211607059,0.789147238478515,0.882304252926042,0.644637559832065,0.794300076464142,156
7496,0.846648081817259,0.841975248502353,0.728266077825685,0.795127571800933,0.886034949902138,0.789064164833464,0.882485911430302,0.644627428671012,0.79467749910503,155
7512,0.842853661991399,0.837892641515219,0.729599727557732,0.790005734255068,0.883269008008107,0.783572271911553,0.879500449816716,0.645981428166907,0.795916430350554,154
7676,0.844315235315152,0.839441029144086,0.729652103984588,0.791705321715353,0.884493863310007,0.785375671686286,0.880796273550926,0.645737334508254,0.796151900530831,153
7889,0.843869322876348,0.839200030529618,0.730252658763013,0.79092513242174,0.884272764153638,0.784857221889953,0.88073363241773,0.646174041712852,0.79681791126039,152
8659,0.83418874752133,0.828768397358795,0.734174869134628,0.77814291139403,0.877055151386106,0.771119053760338,0.872939025855668,0.650760148016972,0.800079154851727,151
8712,0.833790657139028,0.827907483255266,0.739025975383112,0.777410233892214,0.876879538057597,0.76978194739967,0.872415432148314,0.656521124343194,0.804057050398808,150
8745,0.832862839539951,0.826889062491381,0.73924932811148,0.775986314984894,0.876304342037492,0.768236724186409,0.871774617177349,0.656486784813943,0.80442613492229,149
8758,0.831839391088778,0.825806818614824,0.740108498919912,0.774434013342192,0.875659127311074,0.76660447076977,0.871087913273431,0.657247910728944,0.805290976173145,148
8774,0.830403341743558,0.824235385705665,0.74010804630427,0.772341058121604,0.874704252534317,0.764333345874571,0.870033049798351,0.656926753125352,0.805488848381192,147
9013,0.830314198810686,0.824198393184661,0.740463621115279,0.771994965742729,0.874770710496088,0.764048189534212,0.870143524506223,0.657049872714752,0.805964819548457,146
9084,0.8292052954252,0.823028434494081,0.7404713889308,0.770318576338708,0.874068352571156,0.762288809506675,0.869398139763427,0.65673213840407,0.806172624141703,145
9215,0.828767976859948,0.822564379263121,0.740467306022863,0.769512105469965,0.873875649048727,0.761441759334685,0.869189371566905,0.656395757414193,0.806373193815627,144
9305,0.827424046608989,0.821091534171975,0.740497209514517,0.767520469855793,0.873001182744744,0.75927940121203,0.868220479354792,0.656098424052243,0.806602045104275,143
9346,0.823164106753951,0.81604533674908,0.74119441335089,0.761724882755433,0.86993086185701,0.752468596194831,0.864554886247372,0.656639495711193,0.807348522105187,142
9382,0.819151228353331,0.811308955937176,0.74199266205442,0.756246724138664,0.867051088326982,0.746057460038937,0.861127365793926,0.657305926088197,0.808173875673749,141
9656,0.817581149870813,0.80942672275064,0.742032389311778,0.753942122535561,0.866018240386043,0.743344626503139,0.859862090838142,0.657010825607962,0.808415222692352,140
9662,0.81770422812997,0.809522478454237,0.742038483379242,0.753837153745005,0.866264497889727,0.743193914719266,0.860094467213874,0.65666915428708,0.808632713693954,139
9832,0.818541779504885,0.81036107179995,0.742023553371715,0.754661234911332,0.867049587762776,0.744005996427632,0.860888476375841,0.656296701724588,0.808836163842933,138
9992,0.817771548774499,0.809337303537151,0.743180068787116,0.753385045655186,0.866626633573632,0.742393062743776,0.860279788693849,0.657405441004034,0.809942099208315,137
10150,0.8145443779721,0.805696114891287,0.743269849677236,0.748896085141865,0.864360775647411,0.737369015540452,0.857702911653058,0.657158508386352,0.810229451188381,136
10162,0.814544411516142,0.805696470368795,0.743283355526381,0.748613820037608,0.864523195658851,0.737076158108299,0.857872937512864,0.656810461063275,0.81046042185327,135
10206,0.813376613008225,0.804367724959767,0.743550038208364,0.746801432441651,0.863811511980917,0.735048319993746,0.857045340839167,0.656779916497424,0.810887575008045,134
10248,0.813564025307052,0.804497174665911,0.743619572685161,0.746755728934842,0.864118680381236,0.73491473109992,0.857316998325915,0.656494458973467,0.811165776440682,133
10373,0.812494249390802,0.80331073351273,0.743603927266493,0.745060732094487,0.863486391731347,0.733060921647962,0.85660274212924,0.656095970339201,0.811381131327637,132
10426,0.812036170582556,0.802774546875757,0.743599865338707,0.74416108212003,0.863314926970733,0.732049570325111,0.856379721465891,0.655707452876415,0.811607764458753,131
10431,0.811243802588221,0.8015876778179,0.7466709300564,0.742818195768794,0.862896309972446,0.730183099633908,0.855671996142032,0.659241053406238,0.814180772561039,130
10475,0.8112426568254,0.801836772753835,0.756533906168206,0.742507804076698,0.863071274210212,0.730187045524769,0.856042770691944,0.67149046772055,0.821907304695607,129
10567,0.800909126247708,0.798427710774355,-0.00705060562329219,0.728647645789819,0.855535462503539,0.725402910532642,0.853679577491402,-0.180360447425063,0.166683843203404,128
10582,0.799449329008042,0.796955868867677,-0.0075744921339373,0.726405360723383,0.854634135239626,0.723143466147279,0.852770654111926,-0.181549560078934,0.166860333119162,127
10587,0.796213301048907,0.793730711873463,-0.00640495206397493,0.721830869497713,0.852410757450711,0.718584099670715,0.850555822547932,-0.181108980917179,0.168690947307879,126
10611,0.795076510178034,0.792192679232128,-0.00158290987306336,0.719995825759666,0.851760082748081,0.716222437993687,0.849607112609153,-0.177141189318576,0.174072996887614,125
10707,0.794642558128157,0.791812658875956,-0.00206269156746279,0.719074535586883,0.851637376271521,0.715368441406495,0.849527032938692,-0.178314446271662,0.174317310643163,124
10718,0.793348414079062,0.790495923645979,-0.00196582758450458,0.71701937913974,0.850877137471099,0.71328173802727,0.848751765490765,-0.178937903697004,0.175129470704558,123
10763,0.791636930024129,0.789140466305296,-0.0019890212644139,0.714037001705853,0.850021626290666,0.710760886037497,0.848165405855707,-0.180421496929292,0.176570198374543,121
10768,0.791556283830414,0.7892078995443,-0.00484900185161338,0.713553658264207,0.85017511117585,0.710468496705139,0.848431270423576,-0.183930479305665,0.174544040714986,120
10779,0.791433024939018,0.789006503142922,-0.00749184476018383,0.713008721590496,0.850299631246972,0.709817586323918,0.848500059881455,-0.187234906665959,0.172736638306978,119
10780,0.791433024939018,0.789006503142922,-0.00749184476018383,0.713008721590496,0.850299631246972,0.709817586323918,0.848500059881455,-0.187234906665959,0.172736638306978,119
10822,0.789867341822266,0.787631470914299,-0.00860411401133444,0.710162401744536,0.849581412825553,0.707217175426347,0.847926932986044,-0.18984056885905,0.173199383972613,117
10903,0.790419470467443,0.788110966650916,-0.0145655506426208,0.710489018011794,0.850214552021724,0.707443952112181,0.848508955198992,-0.196360712000058,0.168197710826701,116
